,Law,Text,Category,text_clean,Category_New,A,B,C,Others
73,Concession Contract - São Paulo/Guarulhos International Airport,"In case of ground handling service whose complexity, cost or environmental impact does not allow of division or duplication of the infrastructure, the concessionaire must request ANAC’s authorisation to provide this service exclusively.",A,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,0.9247985933018881,0.9204973840948278,0.9110741851230224,0.9148332394292602
74,Concession Contract - São Paulo/Guarulhos International Airport,"In case of ground handling service whose complexity, cost or environmental impact does not allow of division or duplication of the infrastructure, the concessionaire must request ANAC’s authorisation to provide this service exclusively.",A,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,0.9247985933018881,0.9204973840948278,0.9110741851230224,0.9148332394292602
75,Notice of Auction 1/2013 (third round of airport concession),Foreign documents must be authenticated by the Brazilian Consular Office and translated by a certified translator.,A,foreign document must be authent by the brazilian consular offic and translat by a certifi translat,A,0.8409528617399753,0.8331451087403696,0.8429192804529894,0.8311465714402491
76,Notice of Auction 1/2013 (third round of airport concession),"A single private entity may bid for all airports, but cannot be awarded more than one airport.",A,a singl privat entiti may bid for all airport but can not be award more than one airport,A,0.945034740511004,0.9424985114464194,0.9329883407696993,0.9475389160053436
77,Notice of Auction 1/2013 (third round of airport concession),"Shareholders of the concessionaire of the airports awarded in the  second “round” and their related companies must not participate in the auction (except in a consortium, with a maximum stake of 15% and without participation in corporate governance).",A,sharehold of the concessionair of the airport award in the second “ round ” and their relat compani must not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,0.9452008004886059,0.9381818036577527,0.9356511998850394,0.9345013734270184
78,Notice of Auction 1/2013 (third round of airport concession),"Foreign companies (if not part of a consortium) must have a legal representative resident and domiciled in Brazil, whose power is delegated by proxy.",A,foreign compani if not part of a consortium must have a legal repres resid and domicil in brazil whose power is deleg by proxi,A,0.9378588973083251,0.9319253371710835,0.9401815109707496,0.924287423311634
79,Notice of Auction 1/2013 (third round of airport concession),"Airlines and their related companies cannot participate in the auction (except in a consortium, with a maximum stake of 4% and without participation in corporate governance).",A,airlin and their relat compani can not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,0.948772984740927,0.9470234383749867,0.9466095604400051,0.9395724168101383
80,Notice of Auction 1/2013 (third round of airport concession),"Bidders must submit a bid bond in the form of a cash bond, public-debt securities, insurance or bank guarantee:
GIG: at least BRL 129 530 710
CNF: at least BRL 51 169 860",A,bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante gig at least brl cnf at least brl,A,0.8445753342931516,0.8452357350874138,0.8435566607318283,0.8465077662829338
81,Notice of Auction 1/2013 (third round of airport concession),"Bidders must submit a bid bond in the form of a cash bond, public-debt securities, insurance or bank guarantee:
GIG: at least BRL 129 530 710
CNF: at least BRL 51 169 860",A,bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante gig at least brl cnf at least brl,A,0.8445753342931516,0.8452357350874138,0.8435566607318283,0.8465077662829338
82,Notice of Auction 1/2013 (third round of airport concession),Bidders must submit a Statement issued by a financial institution on the economic viability of the offer.,A,bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,0.8561248361194103,0.8489730654883922,0.8600720545931002,0.8510041186145687
83,Notice of Auction 1/2013 (third round of airport concession),Bidders must submit a Statement issued by a financial institution on the economic viability of the offer.,A,bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,0.8561248361194103,0.8489730654883922,0.8600720545931002,0.8510041186145687
84,Notice of Auction 1/2013 (third round of airport concession),"Foreign companies, when operating in Brazil, must submit the authorisation for operating in the country (if an authorisation is required for the respective activity).",A,foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,0.9250559042221393,0.9148128557897816,0.9218325787609287,0.9161039124974788
85,Notice of Auction 1/2013 (third round of airport concession),"Foreign companies, when operating in Brazil, must submit the authorisation for operating in the country (if an authorisation is required for the respective activity).",A,foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,0.9250559042221393,0.9148128557897816,0.9218325787609287,0.9161039124974788
