,Law,Text,Category,Category_New,text_clean,A,B,C,Others
64,Concession Contract 001/ANAC/2019 - Northeast Block,• General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation • General aviation,B,B,• gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat • gener aviat,,,,
65,Concession Contract 001/ANAC/2019 - Northeast Block,==References====External links==,B,B,==references====extern links==,,,,
66,Concession Contract 001/ANAC/2019 - Northeast Block,General aviation).,B,B,gener aviat,,,,
67,Law 13475/2017 - Aeronaut profession,"In the absence of Brazilian crew members, foreign instructors may be provisionally admitted as crew members (for no longer than the period of instruction).",A,A,in the absenc of brazilian crew member foreign instructor may be provision admit a crew member for no longer than the period of instruct,0.5387520748702147,0.5556734296394703,0.5805632742801562,0.6128443814320756
68,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal DOF 21-05-2012,"SAGARPA can prohibit or restrict imports of animals and related products in case of a zoosanitary emergency; it can also establish quarantine or conduct inspections of products entering Mexico According to the Reglamento de la Lev Federal de Sanidad Animal a zoosanitary emergency is a situation where, due to the high prevalence of an animal disease, there is a risk of introduction of this disease into the Mexican territory, which consequently would have a large economic impact, reduce productivi",A,A,sagarpa can prohibit or restrict import of anim and relat product in case of a zoosanitari emerg it can also establish quarantin or conduct inspect of product enter mexico accord to the reglamento de la lev feder de sanidad anim a zoosanitari emerg is a situat where due to the high preval of an anim diseas there is a risk of introduct of thi diseas into the mexican territori which consequ would have a larg econom impact reduc productivi,0.8209065418453665,0.7729497563908756,0.7793767035973551,0.7106451618308932
69,Concession Contract - Rio de Janeiro/Galeão International Airport,"Merger, acquisition, de-merger or reduction of capital of the concessionaire is subject to approval by ANAC and CADE (if applicable).",A,A,merger acquisit de-merg or reduct of capit of the concessionair is subject to approv by anac and cade if applic,0.6225744087670322,0.596953729752822,0.6491861203632481,0.5638377928741988
70,Law 12.815/2013 - Law of Ports,The legislation gives OGMO exclusive management of port-worker training in public ports.,A,A,the legisl give ogmo exclus manag of port-work train in public port,0.627559039398799,0.625791369453607,0.6197158202082534,0.6494711820888874
71,State transport documents,"Sometimes, in addition to transport documents, state governments also require the payment of disinfection certificates and entry permits.",A,A,sometim in addit to transport document state govern also requir the payment of disinfect certif and entri permit,0.6727022817713992,0.6385804306752595,0.636971662788637,0.6064403914306817
72,Law 7565/1986 - Brazilian Aeronautical Code,Sipaer sources are: - recordings of communications between air traffic control agencies and their transcripts; II - recordings of cockpit conversations and their transcripts; III - data from voluntary occurrence reporting systems; IV - recordings of communications between the aircraft and air traffic control agencies and their transcripts; V - recordings of flight data and the charts and parameters extracted or transcribed from them or extracted and transcribed; VI - data from automatic and manu,None,None,sipaer sourc are record of commun between air traffic control agenc and their transcript ii record of cockpit convers and their transcript iii data from voluntari occurr report system iv record of commun between the aircraft and air traffic control agenc and their transcript v record of flight data and the chart and paramet extract or transcrib from them or extract and transcrib vi data from automat and manu,0.5484257220105134,0.5318152548546674,0.5567013120197101,0.5644478740411709
73,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"For the effects of this Resolution, are considered as airport areas those located in the airport and destined: I - to public agencies that, by legal provision, must operate in Brazilian airports;
II - to the attendance and movement of passengers, baggage, and cargo; III - to concessionaires, permissionaires or air service authorizers;
IV - services ancillary to air transport and aircraft fuelling; V - to the shelter and maintenance of aircraft;
VI - the aeronautical industry; and VII - to the ot",None,None,for the effect of thi resolut are consid a airport area those locat in the airport and destin i to public agenc that by legal provis must oper in brazilian airport ii to the attend and movement of passeng baggag and cargo iii to concessionair permissionair or air servic author iv servic ancillari to air transport and aircraft fuell v to the shelter and mainten of aircraft vi the aeronaut industri and vii to the ot,0.6996383487821476,0.6946934675278185,0.6917344891611561,0.649175815485373
