,Law,Text,Category,Category_New,Length
141,"NOM-138-SSA1- 1995, Que establece las especificaciones sanitarias del alcohol desnaturalizado, antiséptico y germicida (utilizado como material de curación), asi como para el alcohol etilico de 96°G.L., sin desnaturalizar y las especificaciones de los laboratorios o plantas envasadoras de alcohol.",Packaging of ethyl alcohol (used as an antiseptic) must carry the following mention on its label: HECHO EN MÉXICO (MADE IN MEXICO).,A,A,131
142,Ley General de Salud,Advertising prescription drugs in Mexico is only allowed when it targets health professionals. Advertising of prescription drugs to end consumers and pharmacies is banned.,B,B,171
143,Ley General de Salud; Reglamento de la Ley General de Salud en Materia de Publicidad,"Advertising about the availability, quality and features of medicines, as well as promoting the use, sale or consumption directly or indirectly of health products, requires previous authorisation from the Ministry of Health.",A,A,224
144,Ley General de Salud; Reglamento de la Ley General de Salud en Materia de Publicidad,"Advertising about the availability, quality and features of medicines, as well as promoting the use, sale or consumption directly or indirectly of health products, requires previous authorisation from the Ministry of Health.",B,B,224
145,Ley General de Salud,The Ministry of Health can mandate additional warnings in the advertising of products. The law does not further specify on the conditions or content of those warnings.,B,B,167
146,Reglamento de la Ley General deSalud en Materia de Publicidad,Advertising of narcotics - like for other prescription drugs - is only allowed when targeted at health professionals. Advertising of prescription drugs to end consumers and pharmacies is banned.,B,B,194
147,Reglamento de la Ley General de Salud en Materia de Publicidad,Advertising for biotechnological products may not use qualifiers that present them as superior to conventional products or to similar products not obtained biotechnologically.,B,B,175
148,Ley Federal de Protección al Consumidor,"PROFECO, the Mexican Federal Attorney's Office of the Consumer, produces and publishes reports on products and services' quality and features, in order to guide and protect consumers. PROFECO makes specific mention of brands in these reports, but Article 44 of the Ley Federal de Protección al Consumidor forbids companies from quoting these reports.",B,B,350
149,Ley General de Salud,Drugs shall be identified by their distinctive and generic names for their use and sale.,A,A,88
150,Ley General de Salud,"The generic name (or International Nonproprietary Name, INN, as defined by the WHO, a unique name that is globally recognised and public property) is mandatory.",A,A,160
151,Ley General de Salud,Distinctive names (brand names) of medicines can include neither the drugs' composition nor their therapeutic use.,A,A,114
152,Ley General de Salud,"Indications concerning diseases, syndromes, symptoms, or those that are reminiscent of anatomical data or physiological phenomena, except for vaccines and biological drugs, are not allowed.",A,A,189
153,Ley General de Salud,The exact manner in which the names should be used in advertising and labelling is regulated by a labelling regulation (NOM 072-SSA1-2012).,A,A,139
154,Ley General de Salud,Drugs shall be identified by their distinctive and generic names for their use and sale.,A,A,88
155,Ley General de Salud,"The generic name (or International Nonproprietary Name, INN, as defined by the WHO, a unique name that is globally recognised and public property) is mandatory.",A,A,160
156,Ley General de Salud,Distinctive names (brand names) of medicines can include neither the drugs' composition nor their therapeutic use.,A,A,114
157,Ley General de Salud,"Indications concerning diseases, syndromes, symptoms, or those that are reminiscent of anatomical data or physiological phenomena, except for vaccines and biological drugs, are not allowed.",A,A,189
158,Ley General de Salud,The exact manner in which the names should be used in advertising and labelling is regulated by a labelling regulation (NOM 072-SSA1-2012).,A,A,139
159,"NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios",Several labelling provisions require manufacturers to produce specific packaging for the Mexican market.,A,A,104
160,"NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios",Several labelling provisions require manufacturers to produce specific packaging for the Mexican market.,A,A,104
161,"NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios",The package of a medicine must indicate the maximum price for which the drug can be sold to the public. The law does not distinguish between patented and generic medicines.,B,B,172
162,Reglamento de Insumos para la Salud,"Labelling of biological products must feature: 1) the name of the producer and country of origin; and 2) where appropriate, the importer's identity. Innovative biotechnological biocomparable products must be labelled BM (for biological medicine), as well as the INN (generic name).",A,A,281
163,Reglamento de Insumos para la Salud,"Labelling of biological products must feature: 1) the name of the producer and country of origin; and 2) where appropriate, the importer's identity. Innovative biotechnological biocomparable products must be labelled BM (for biological medicine), as well as the INN (generic name).",A,A,281
164,"Reglamento de la Ley General de Salud en Materia de Control Sanitario de Actividades, Establecimientos, Productos y Servicios / NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios","According to this Regulation imported products packaged in the origin country must keep their original packaging, and carry an additional label with the information necessary to comply with Mexican law.",A,A,202
165,"Reglamento de la Ley General de Salud en Materia de Control Sanitario de Actividades, Establecimientos, Productos y Servicios / NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios","However, NOM- 072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios, states that it is forbidden to re-label on the top of original information.",A,A,158
166,"Reglamento de la Ley General de Salud en Materia de Control Sanitario de Actividades, Establecimientos, Productos y Servicios / NOM-072-SSA1-2012, Etiquetado de medicamentos y de remedios herbolarios",The two quoted provisions seem to contradict each other.,A,A,56
