,Law,Paragraph,Text,Category
136,Notice of Auction 1/2016 (fourth round of airport concession),6.16,"The shareholders of the concessionaire must not participate, either directly or indirectly, in the voting capital of airlines, except in a stake lower than 2% and without participation in corporate governance.",A3
137,Notice of Auction 1/2016 (fourth round of airport concession),6.16.1,"After the first five years of the concession, the participation of the concessionaire’s shareholders in the voting capital of airlines will be subject to prior approval by ANAC.",A3
138,Notice of Auction 1/2016 (fourth round of airport concession),6.2.4.6,"Minimum capital requirement:
POA: fixed fee to be paid at the time of signing the contract + BRL 469 247 696.00
SSA: fixed fee to be paid at the time of signing the contract + BRL 343 580 701.00
FLN: fixed fee to be paid at the time of signing the contract + BRL 220 579 972.00
FOR: fixed fee to be paid at the time of signing the contract + BRL 284 692 807.00.",A3
139,Notice of Auction 1/2016 (fourth round of airport concession),6.2.4.6,"Minimum capital requirement:
POA: fixed fee to be paid at the time of signing the contract + BRL 469 247 696.00
SSA: fixed fee to be paid at the time of signing the contract + BRL 343 580 701.00
FLN: fixed fee to be paid at the time of signing the contract + BRL 220 579 972.00
FOR: fixed fee to be paid at the time of signing the contract + BRL 284 692 807.00.",A4
140,Notice of Auction 1/2016 (fourth round of airport concession),6.2.7,"The winning group must have a performance guarantee for stage 1-B (airport expansion):
POA: BRL 211 953 679
SSA: BRL 228 038 241
FLN: BRL 113 479 733
FOR: BRL 175 176 823",A3
141,Notice of Auction 1/2016 (fourth round of airport concession),6.2.7,"The winning group must have a performance guarantee for stage 1-B (airport expansion):
POA: BRL 211 953 679
SSA: BRL 228 038 241
FLN: BRL 113 479 733
FOR: BRL 175 176 823",A4
142,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,"2.7
2.8 ","The term of the concession is 30 years, extendable for up to 5 years (if it is necessary to restore the economic balance of the contract).",A1
143,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,"2.7
2.8 ","The term of the concession is 30 years, extendable for up to 5 years (if it is necessary to restore the economic balance of the contract).",A3
144,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,2.12 ,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid at the time of signing the contract, corresponding to 25% of the minimum price + the bidder's premium; (ii) a fixed fee must be paid annually, from the 6th year of the contract, corresponding to 75% of the minimum price + the bidder's premium; and (iii) a variable fee must be paid annually, corresponding to 5% of the concessionaire's annual gross revenue.",A3
145,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,2.12 ,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid at the time of signing the contract, corresponding to 25% of the minimum price + the bidder's premium; (ii) a fixed fee must be paid annually, from the 6th year of the contract, corresponding to 75% of the minimum price + the bidder's premium; and (iii) a variable fee must be paid annually, corresponding to 5% of the concessionaire's annual gross revenue.",A4
146,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,3.1.27,"The concessionaire must publish a report with information on the concession, especially statistical data on aircraft, passenger and cargo traffic, as well as the amount collected with airport tariffs.",C2
147,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,4.14,The concessionaire must not enter into a contract with its related parties for the exploitation of economic activities (generating non-tariff revenues) at the airport.,A3
148,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,3.1.46,Minimum capital requirement: SSA: BRL 1 007 501 121.82.,A3
149,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,3.1.46,Minimum capital requirement: SSA: BRL 1 007 501 121.82.,A4
150,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,3.1.67,"The concessionaire is required to maintain a performance guarantee in the form of  a cash bond, public-debt securities, insurance or bank guarantee.",A3
151,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,3.1.67,"The concessionaire is required to maintain a performance guarantee in the form of  a cash bond, public-debt securities, insurance or bank guarantee.",A4
152,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,"4.6
4.7","The concessionaire is free to set the tariffs, if in accordance to the price-cap. The concessionaire may charge tariffs 100% lower (boarding, connection, landing and parking tariffs) or higher (connection, landing and parking tariffs) than the price cap, as long as based on objective and non-discriminatory criteria such as the quality of the services, time, day or season. The differentiated tariffs must be applicable to anyone who meets the established conditions. The average tariff value must be equal to or less than the price-cap establish by ANAC.
In case of increasing tariffs above the price cap, the concessionaire must consult in advance the stakeholders. ANAC may suspend tariffs changes if the concessionaire does not meet these requirements",B1
153,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,"4.6
4.7","The concessionaire is free to set the tariffs, if in accordance to the price-cap. The concessionaire may charge tariffs 100% lower (boarding, connection, landing and parking tariffs) or higher (connection, landing and parking tariffs) than the price cap, as long as based on objective and non-discriminatory criteria such as the quality of the services, time, day or season. The differentiated tariffs must be applicable to anyone who meets the established conditions. The average tariff value must be equal to or less than the price-cap establish by ANAC.
In case of increasing tariffs above the price cap, the concessionaire must consult in advance the stakeholders. ANAC may suspend tariffs changes if the concessionaire does not meet these requirements",B4
