,Unnamed: 0,Law,Paragraph,Text,Category,text_clean
90,90,Notice of Auction 1/2013 (third round of airport concession),6.2.6.6,Mandatory requirement of 49% share to Infraero.,A,mandatori requir of share to infraero
91,91,Notice of Auction 1/2013 (third round of airport concession),6.2.7,"The winning group must have a performance guarantee for stage 1-B (airport expansion):
GIG: BRL 647 653 550
CNF: BRL 255 849 300",A,the win group must have a perform guarante for stage 1-b airport expans gig brl cnf brl
92,92,Notice of Auction 1/2013 (third round of airport concession),6.2.7,"The winning group must have a performance guarantee for stage 1-B (airport expansion):
GIG: BRL 647 653 550
CNF: BRL 255 849 300",A,the win group must have a perform guarante for stage 1-b airport expans gig brl cnf brl
93,93,Concession Contract - Rio de Janeiro/Galeão International Airport,"2.6
2.7 ","The term of the concession is 25 years, extendable for up to 5 years (if it is necessary to restore the economic balance of the contract).",A,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract
94,94,Concession Contract - Rio de Janeiro/Galeão International Airport,"2.6
2.7 ","The term of the concession is 25 years, extendable for up to 5 years (if it is necessary to restore the economic balance of the contract).",A,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract
95,95,Concession Contract - Rio de Janeiro/Galeão International Airport,2.11,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 5% of the concessionaire's annual gross revenue.",A,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu
96,96,Concession Contract - Rio de Janeiro/Galeão International Airport,2.11,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 5% of the concessionaire's annual gross revenue.",A,the concessionair must pay the concess fee to the feder govern branch i a fix fee must be paid annual correspond to the minimum price the bidder 's premium and ii a variabl fee must be paid annual correspond to of the concessionair 's annual gross revenu
97,97,Concession Contract - Rio de Janeiro/Galeão International Airport,3.1.29,"The concessionaire must publish a report with information on the concession, especially statistical data on traffic and passengers.",C,the concessionair must publish a report with inform on the concess especi statist data on traffic and passeng
98,98,Concession Contract - Rio de Janeiro/Galeão International Airport,4.14,The concessionaire must not enter into a contract with its related parties for the exploitation of economic activities (generating non-tariff revenues) at the airport.,A,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ gener non-tariff revenu at the airport
99,99,Concession Contract - Rio de Janeiro/Galeão International Airport,3.1.48,Minimum capital requirement (49% paid by Infraero): GIG: BRL 722 770 000.00.,A,minimum capit requir paid by infraero gig brl 000.00
100,100,Concession Contract - Rio de Janeiro/Galeão International Airport,3.1.48,Minimum capital requirement (49% paid by Infraero): GIG: BRL 722 770 000.00.,A,minimum capit requir paid by infraero gig brl 000.00
101,101,Concession Contract - Rio de Janeiro/Galeão International Airport,3.1.69,"The concessionaire is required to maintain a performance guarantee in the form of  a cash bond, public-debt securities, insurance or bank guarantee.",A,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante
